irradiance_diffuse (W/m2),wind_speed (m/s),ambient_temp,solar electricity,wind electricity
0,5.291,9.62,0,0.152
0,5.136,9.276,0,0.138
0,4.905,9.149,0,0.119
0.001,4.678,8.842,0,0.102
0.034,4.469,9.211,0.02,0.087
0.08,4.087,10.609,0.06,0.064
0.104,4.078,11.731,0.164,0.063
0.109,4.675,12.831,0.329,0.102
0.106,5.323,13.732,0.506,0.155
0.113,5.805,14.401,0.639,0.201
0.12,6.128,14.91,0.729,0.235
0.125,6.355,15.337,0.778,0.261
0.128,6.458,15.591,0.786,0.274
0.131,6.543,15.668,0.75,0.283
0.14,6.653,15.597,0.664,0.297
0.16,6.71,15.311,0.52,0.305
0.182,6.673,14.786,0.35,0.3
0.168,6.407,13.967,0.183,0.267
0.082,5.768,12.978,0.063,0.197
0.028,5.148,12.145,0.015,0.139
0.005,4.982,11.553,0,0.125
0,5.003,11.158,0,0.127
0,5.16,10.765,0,0.14
0,5.539,10.346,0,0.175
0,5.995,9.837,0,0.22
0,6.163,9.36,0,0.239
0,6.49,8.856,0,0.278
0.001,6.648,8.44,0,0.296
0.034,6.643,8.702,0.02,0.295
0.079,6.911,9.134,0.06,0.329
0.085,7.623,9.647,0.173,0.425
0.096,8.083,10.365,0.344,0.488
0.112,8.531,11.083,0.498,0.55
0.137,8.925,11.709,0.603,0.601
0.164,9.184,12.263,0.662,0.634
0.186,9.229,12.65,0.685,0.639
0.182,9.027,12.883,0.706,0.615
0.166,8.7,13.052,0.701,0.571
0.154,8.399,13.091,0.644,0.532
0.153,8.138,12.958,0.528,0.495
0.149,7.873,12.665,0.387,0.459
0.14,7.518,12.185,0.234,0.41
0.111,7.057,11.543,0.111,0.348
0.061,6.415,10.72,0.043,0.269
0.012,6.074,9.619,0.004,0.229
0,6.116,8.821,0,0.234
0,6.329,8.478,0,0.259
0,6.66,8.333,0,0.298
0,6.901,8.296,0,0.328
0,6.987,8.212,0,0.34
0,6.955,8.182,0,0.335
0.001,7.021,8.227,0,0.343
0.02,7.103,8.48,0.009,0.355
0.073,7.116,8.913,0.054,0.356
0.129,7.418,9.437,0.137,0.397
0.123,7.452,10.236,0.318,0.401
0.107,7.403,11.102,0.504,0.395
0.113,7.323,11.946,0.636,0.384
0.121,7.274,12.776,0.724,0.377
0.125,7.253,13.435,0.775,0.374
0.126,7.177,13.924,0.785,0.364
0.123,7.012,14.204,0.758,0.343
0.118,6.748,14.312,0.691,0.31
0.11,6.42,14.25,0.584,0.27
0.099,6.04,14.034,0.442,0.225
0.086,5.583,13.662,0.274,0.179
0.076,5.057,13.094,0.107,0.132
0.06,4.55,12.053,0.041,0.093
0.015,4.262,10.347,0.005,0.074
0,4.146,9.521,0,0.068
0,4.18,9.072,0,0.069
0,4.326,8.679,0,0.078
0,4.512,8.405,0,0.09
0,4.735,7.939,0,0.106
0,5.184,7.638,0,0.142
0.001,5.614,7.417,0,0.181
0.032,5.919,8.382,0.018,0.212
0.07,5.856,9.712,0.052,0.206
0.096,5.555,10.406,0.078,0.176
0.131,5.533,11.059,0.114,0.174
0.188,5.626,11.852,0.178,0.182
0.291,5.65,13.124,0.391,0.185
0.256,5.29,14.428,0.58,0.152
0.225,4.843,15.367,0.675,0.114
0.222,4.374,16.035,0.686,0.082
0.217,4.052,16.541,0.663,0.062
0.22,3.959,16.84,0.587,0.057
0.243,3.941,16.837,0.447,0.056
0.226,3.892,16.444,0.243,0.054
0.123,3.802,15.879,0.103,0.049
0.065,3.627,15.175,0.046,0.041
0.032,3.744,14.331,0.018,0.046
0.008,4.532,13.169,0.001,0.092
0,5.222,12.122,0,0.145
0,5.858,11.254,0,0.206
0,6.421,11.194,0,0.27
0,6.573,11.405,0,0.287
0,6.493,11.259,0,0.278
0,6.613,10.853,0,0.292
0.001,6.767,10.972,0,0.311
0.023,6.654,11.601,0.011,0.297
0.066,6.172,12.424,0.047,0.241
0.122,5.877,13.063,0.105,0.208
0.21,5.985,14.245,0.231,0.22
0.254,6.056,15.199,0.279,0.227
0.272,6.015,15.774,0.278,0.223
0.326,6.041,16.485,0.361,0.225
0.358,6.373,17.329,0.461,0.264
0.362,6.802,17.72,0.435,0.315
0.314,7.162,17.465,0.317,0.362
0.224,7.527,16.734,0.204,0.412
0.166,7.878,15.813,0.144,0.459
0.12,8.078,14.815,0.098,0.488
0.1,7.963,14.023,0.08,0.471
0.105,7.894,13.696,0.085,0.462
0.061,7.861,13.204,0.042,0.457
0.007,8.22,12.581,0.001,0.506
0,8.342,12.154,0,0.523
0,8.241,11.803,0,0.51
0,7.925,11.632,0,0.466
0,7.993,11.545,0,0.476
0,8.228,11.555,0,0.507
0,8.267,11.56,0,0.513
0,8.356,11.6,0,0.525
0.007,8.314,11.709,0.001,0.52
0.03,8.056,11.812,0.016,0.484
0.105,7.671,12.255,0.086,0.432
0.21,8.208,13.259,0.23,0.505
0.243,8.119,14.134,0.259,0.494
0.284,7.57,14.775,0.303,0.417
0.308,7.021,15.345,0.325,0.343
0.331,6.429,15.899,0.355,0.27
0.343,5.805,16.45,0.38,0.201
0.346,5.209,17.003,0.418,0.144
0.321,4.635,17.48,0.396,0.099
0.284,4.198,17.667,0.333,0.07
0.232,4.082,17.551,0.25,0.063
0.181,4.056,17.241,0.182,0.062
0.121,4.096,16.645,0.103,0.064
0.057,4.245,15.688,0.039,0.073
0.011,4.697,14.371,0.003,0.103
0,5.24,13.381,0,0.147
0,5.451,12.979,0,0.167
0,5.465,12.616,0,0.167
0,5.513,12.273,0,0.172
0,5.682,12.001,0,0.188
0,5.861,11.783,0,0.206
0.001,5.911,11.618,0,0.211
0.024,5.834,11.855,0.012,0.203
0.075,5.647,12.361,0.055,0.184
0.138,5.761,13.105,0.127,0.196
0.2,6.28,14.036,0.227,0.252
0.248,6.651,14.92,0.326,0.296
0.289,6.693,15.607,0.389,0.302
0.322,6.64,16.154,0.426,0.295
0.342,6.567,16.535,0.427,0.286
0.345,6.501,16.768,0.403,0.278
0.315,6.48,16.746,0.335,0.277
0.288,6.503,16.648,0.298,0.278
0.251,6.546,16.422,0.253,0.284
0.226,6.563,16.209,0.239,0.286
0.178,6.514,15.824,0.184,0.28
0.123,6.449,15.19,0.11,0.272
0.066,6.268,14.258,0.046,0.251
0.014,6.273,12.973,0.005,0.251
0,6.418,11.92,0,0.269
0,6.494,11.199,0,0.278
0,6.435,10.524,0,0.271
0,6.38,9.971,0,0.264
0,6.33,9.506,0,0.259
0,6.334,9.159,0,0.259
0.001,6.316,8.864,0,0.256
0.033,5.961,9.37,0.019,0.218
0.068,5.566,10.154,0.049,0.178
0.074,5.133,11.176,0.165,0.137
0.081,4.576,12.438,0.343,0.095
0.085,4.06,13.767,0.516,0.062
0.091,3.756,14.944,0.651,0.046
0.095,3.549,15.964,0.745,0.037
0.098,3.367,16.902,0.795,0.03
0.099,3.337,17.718,0.804,0.028
0.098,3.303,18.359,0.772,0.027
0.095,3.205,18.824,0.701,0.024
0.09,3.353,19.078,0.59,0.029
0.083,3.665,19.104,0.443,0.042
0.075,3.784,18.906,0.271,0.048
0.066,3.705,18.477,0.102,0.044
0.051,3.576,17.436,0.033,0.038
0.015,3.476,15.603,0.005,0.034
0,3.464,14.229,0,0.034
0,3.577,13.303,0,0.038
0,3.723,12.625,0,0.045
0,3.922,12.053,0,0.055
0,4.166,11.472,0,0.068
0,4.308,10.913,0,0.077
0.001,4.296,10.469,0,0.076
0.032,4.366,10.765,0.018,0.081
0.054,4.341,12.46,0.036,0.079
0.064,3.962,13.664,0.164,0.057
0.072,4.09,15.756,0.347,0.064
0.08,4.272,17.739,0.513,0.075
0.087,4.183,19.13,0.642,0.069
0.092,4.121,20.271,0.733,0.066
0.096,4.101,21.171,0.781,0.065
0.097,4.107,21.88,0.789,0.065
0.096,4.193,22.342,0.758,0.07
0.094,4.343,22.566,0.688,0.079
0.089,4.619,22.519,0.579,0.098
0.083,5.062,22.204,0.435,0.132
0.076,5.611,21.581,0.266,0.181
0.067,6.185,20.409,0.1,0.242
0.051,6.842,18.466,0.033,0.321
0.015,7.621,16.271,0.005,0.425
0,7.846,14.611,0,0.456
0,7.597,13.245,0,0.421
0,7.36,12.043,0,0.388
0,7.271,11.156,0,0.377
0,7.244,10.543,0,0.374
0,7.243,10.13,0,0.374
0.001,7.252,9.806,0,0.374
0.033,7.134,9.953,0.019,0.359
0.061,6.776,10.925,0.043,0.312
0.075,6.928,12.664,0.163,0.332
0.085,7.304,14.548,0.338,0.381
0.095,7.497,16.125,0.498,0.407
0.103,7.626,17.458,0.626,0.425
0.11,7.716,18.652,0.713,0.437
0.113,7.741,19.674,0.761,0.441
0.111,7.71,20.534,0.777,0.436
0.112,7.647,21.098,0.742,0.429
0.11,7.646,21.445,0.672,0.429
0.11,7.614,21.52,0.556,0.423
0.113,7.459,21.332,0.403,0.402
0.111,6.96,20.842,0.242,0.337
0.097,6.264,20.025,0.105,0.251
0.061,6.28,18.749,0.041,0.252
0.014,6.929,17.082,0.004,0.332
0,7.419,16.071,0,0.397
0,7.501,15.581,0,0.407
0,7.407,15.063,0,0.395
0,7.319,14.627,0,0.383
0,7.179,14.303,0,0.364
0,6.874,13.944,0,0.325
0.001,6.791,13.875,0,0.314
0.034,6.585,14.226,0.019,0.289
0.086,5.958,14.99,0.064,0.217
0.122,5.724,16.23,0.16,0.192
0.143,5.695,17.636,0.302,0.19
0.162,5.778,18.813,0.447,0.198
0.238,5.966,19.355,0.468,0.218
0.28,5.28,19.674,0.493,0.151
0.252,5.109,20.299,0.618,0.135
0.27,5.413,20.596,0.593,0.162
0.277,5.092,20.803,0.555,0.134
0.286,4.878,20.808,0.47,0.118
0.265,4.649,20.246,0.294,0.1
0.185,4.474,19.404,0.17,0.088
0.115,4.345,18.574,0.094,0.079
0.063,4.594,17.656,0.043,0.096
0.025,4.729,16.728,0.012,0.106
0.005,4.862,15.95,0,0.116
0,5.629,15.13,0,0.183
0,6.711,14.588,0,0.305
0,7.336,14.218,0,0.386
0,7.89,13.927,0,0.461
0,7.907,13.625,0,0.464
0,8.184,13.288,0,0.501
0.001,8.178,12.959,0,0.501
0.034,8.259,13.032,0.02,0.513
0.08,8.538,13.448,0.059,0.55
0.106,9.5,13.96,0.161,0.672
0.137,10.164,14.65,0.295,0.745
0.151,10.64,15.498,0.446,0.789
0.194,10.761,16.043,0.517,0.8
0.233,10.741,16.28,0.555,0.799
0.235,10.865,16.648,0.623,0.809
0.277,11.005,16.573,0.559,0.82
0.282,10.943,16.361,0.517,0.814
0.25,10.778,16.16,0.501,0.801
0.203,10.788,16.048,0.467,0.802
0.183,10.884,15.686,0.348,0.81
0.157,10.658,15.119,0.213,0.791
0.112,9.949,14.46,0.112,0.722
0.063,9.348,13.575,0.044,0.654
0.014,9.439,12.601,0.004,0.666
0,9.601,11.915,0,0.683
0,9.762,11.453,0,0.702
0,9.924,11.257,0,0.72
0,10.058,11.255,0,0.733
0,10.269,11.318,0,0.755
0,10.293,11.38,0,0.757
0,10.106,11.597,0,0.739
0.013,10,11.89,0.004,0.727
0.066,9.982,12.167,0.047,0.725
0.13,10.13,12.462,0.117,0.741
0.178,10.239,12.837,0.176,0.752
0.232,10.412,13.24,0.258,0.768
0.271,10.648,13.628,0.437,0.79
0.291,10.632,13.906,0.491,0.788
0.293,10.469,14.273,0.549,0.774
0.252,10.4,14.728,0.642,0.768
0.254,10.319,14.856,0.602,0.76
0.261,10.164,14.687,0.509,0.745
0.229,9.886,14.542,0.443,0.715
0.174,9.603,14.438,0.381,0.684
0.153,9.309,14.037,0.232,0.649
0.111,8.942,13.468,0.118,0.603
0.065,8.417,12.596,0.046,0.534
0.011,7.978,11.714,0.003,0.473
0,7.84,11.222,0,0.454
0,7.754,10.863,0,0.443
0,7.674,10.443,0,0.432
0,7.598,10.027,0,0.422
0,7.561,9.831,0,0.416
0,7.388,9.727,0,0.393
0.001,7.247,9.561,0,0.374
0.032,7.092,10.026,0.018,0.353
0.082,6.921,10.855,0.062,0.332
0.118,7.497,11.684,0.154,0.407
0.112,7.722,12.697,0.326,0.438
0.113,7.945,13.807,0.5,0.468
0.171,8.107,14.399,0.547,0.491
0.197,8.249,14.751,0.622,0.51
0.249,8.296,14.795,0.588,0.517
0.238,8.227,15.008,0.632,0.507
0.233,8.168,15.167,0.606,0.5
0.222,8.126,15.148,0.55,0.494
0.213,8.098,14.954,0.458,0.49
0.211,8.013,14.422,0.281,0.479
0.165,7.848,13.824,0.182,0.456
0.115,7.458,13.233,0.108,0.402
0.062,6.92,12.383,0.044,0.332
0.015,6.788,10.531,0.005,0.314
0,6.968,9.355,0,0.337
0,6.977,8.87,0,0.338
0,6.845,8.385,0,0.321
0,6.559,7.904,0,0.285
0,6.287,7.494,0,0.253
0,6.035,7.292,0,0.225
0.001,5.713,7.159,0,0.192
0.033,5.334,8.219,0.019,0.155
0.076,4.672,10.309,0.056,0.101
0.096,4.517,11.719,0.159,0.091
0.096,4.394,12.934,0.335,0.083
0.106,4.5,13.95,0.497,0.089
0.12,4.694,14.833,0.614,0.103
0.123,4.897,15.626,0.715,0.118
0.14,5.238,16.246,0.744,0.146
0.168,5.658,16.614,0.71,0.186
0.183,5.994,16.733,0.661,0.22
0.192,6.204,16.702,0.573,0.244
0.174,6.396,16.643,0.495,0.266
0.179,6.628,16.319,0.34,0.294
0.158,6.805,15.764,0.201,0.316
0.112,6.83,15.036,0.102,0.32
0.058,6.521,14.092,0.04,0.28
0.011,6.238,12.882,0.003,0.248
0,6.247,11.935,0,0.249
0,6.084,11.173,0,0.231
0,5.952,10.424,0,0.217
0,5.932,9.955,0,0.214
0,6.024,9.687,0,0.224
0,6.091,9.475,0,0.231
0.001,6.018,9.446,0,0.223
0.031,5.844,10.256,0.017,0.204
0.088,5.602,11.441,0.067,0.18
0.149,6.264,12.24,0.148,0.251
0.19,7.014,12.774,0.189,0.343
0.192,7.498,13.007,0.179,0.407
0.223,7.876,13.35,0.209,0.459
0.223,8.037,13.645,0.206,0.481
0.226,8.102,13.871,0.208,0.491
0.238,8.178,14.078,0.221,0.501
0.263,8.383,14.297,0.251,0.528
0.294,8.665,14.539,0.3,0.567
0.253,8.776,14.362,0.253,0.582
0.205,8.655,13.996,0.198,0.566
0.165,8.393,13.659,0.156,0.53
0.118,8.045,13.301,0.1,0.483
0.054,7.539,12.742,0.036,0.413
0.009,7.207,12.063,0.002,0.368
0,7.288,11.727,0,0.379
0,7.425,11.571,0,0.398
0,7.61,11.535,0,0.422
0,7.637,11.579,0,0.427
0,7.456,11.655,0,0.401
0,7.22,11.858,0,0.37
0,6.987,11.976,0,0.34
0.024,6.59,12.116,0.012,0.289
0.078,6.059,12.677,0.057,0.227
0.143,6.242,13.372,0.138,0.249
0.187,6.51,14.206,0.272,0.279
0.215,6.848,15.158,0.401,0.322
0.277,7.174,15.765,0.438,0.364
0.324,7.486,15.946,0.409,0.406
0.338,7.895,15.961,0.383,0.462
0.322,8.276,15.864,0.335,0.515
0.289,8.586,15.646,0.287,0.556
0.276,8.858,15.482,0.275,0.592
0.231,9.032,15.287,0.222,0.615
0.173,8.986,14.971,0.157,0.609
0.14,8.981,14.696,0.122,0.608
0.097,8.71,14.335,0.077,0.574
0.041,8.431,13.784,0.025,0.535
0.005,8.58,13.326,0,0.556
0,8.722,13.088,0,0.574
0,8.461,12.934,0,0.539
0,8.274,12.778,0,0.514
0,7.8,12.495,0,0.448
0,7.299,11.832,0,0.38
0,7.272,10.931,0,0.377
0,6.915,10.043,0,0.33
0.022,6.621,9.674,0.011,0.294
0.075,6.49,9.969,0.055,0.278
0.101,6.455,10.654,0.156,0.273
0.091,6.223,11.69,0.337,0.246
0.088,5.929,12.879,0.521,0.213
0.091,5.636,13.988,0.664,0.183
0.097,5.26,14.906,0.756,0.148
0.101,4.886,15.703,0.809,0.118
0.104,4.599,16.321,0.814,0.096
0.106,4.521,16.731,0.777,0.091
0.104,4.601,16.923,0.704,0.096
0.103,4.794,16.899,0.585,0.111
0.101,4.942,16.694,0.434,0.122
0.117,5.062,16.239,0.248,0.132
0.106,5.103,15.408,0.093,0.135
0.054,4.972,14.378,0.036,0.124
0.009,4.819,13.073,0.002,0.112
0,4.505,12.321,0,0.09
0,4.192,11.847,0,0.07
0,4.104,11.392,0,0.065
0,4.179,10.745,0,0.069
0,4.306,10.112,0,0.077
0,4.522,9.577,0,0.091
0.001,4.748,9.05,0,0.107
0.03,4.854,9.337,0.017,0.115
0.065,4.592,10.715,0.047,0.096
0.08,4.558,12.077,0.158,0.093
0.091,4.518,13.361,0.333,0.091
0.108,4.256,14.452,0.484,0.074
0.121,3.837,15.19,0.608,0.05
0.133,3.612,15.781,0.692,0.04
0.147,3.64,16.234,0.726,0.041
0.152,3.836,16.579,0.73,0.05
0.146,3.97,16.863,0.712,0.058
0.155,4.045,16.924,0.627,0.061
0.185,4.157,16.753,0.459,0.068
0.155,4.138,16.683,0.366,0.067
0.127,3.976,16.449,0.236,0.058
0.101,3.875,15.949,0.108,0.053
0.056,4.016,14.974,0.038,0.06
0.009,4.357,13.687,0.002,0.08
0,4.871,12.952,0,0.117
0,5.315,12.303,0,0.154
0,5.6,11.574,0,0.18
0,5.726,10.873,0,0.192
0,5.594,10.553,0,0.179
0,5.338,10.27,0,0.155
0,5.106,10.085,0,0.135
0.012,5.318,10.253,0.004,0.154
0.054,5.337,10.814,0.037,0.155
0.132,5.077,11.7,0.119,0.133
0.193,5.177,13.384,0.26,0.141
0.221,4.978,14.725,0.385,0.125
0.251,4.766,15.459,0.476,0.108
0.273,4.832,15.988,0.559,0.113
0.332,4.985,16.165,0.494,0.125
0.346,5.103,16.117,0.413,0.135
0.307,5.074,15.862,0.322,0.133
0.301,4.993,15.806,0.323,0.126
0.265,4.924,15.713,0.279,0.12
0.208,4.787,15.483,0.203,0.111
0.142,4.586,15.101,0.125,0.095
0.071,4.316,14.399,0.052,0.077
0.028,4.015,13.573,0.015,0.06
0.004,3.838,12.713,0,0.05
0,3.943,12.206,0,0.056
0,4.255,11.953,0,0.074
0,4.638,11.759,0,0.1
0,4.976,11.568,0,0.125
0,5.292,11.431,0,0.152
0,5.639,11.37,0,0.184
0,5.915,11.364,0,0.212
0.006,6.064,11.44,0,0.228
0.026,6.088,11.687,0.013,0.231
0.068,6.042,12.169,0.049,0.226
0.119,6.207,12.857,0.098,0.245
0.153,6.624,13.558,0.132,0.294
0.156,6.864,13.965,0.133,0.324
0.155,6.9,14.165,0.132,0.328
0.167,6.832,14.396,0.144,0.32
0.173,6.795,14.66,0.149,0.314
0.172,6.827,14.885,0.148,0.319
0.187,6.946,15.134,0.164,0.334
0.212,7.007,15.476,0.192,0.342
0.186,6.889,15.706,0.167,0.327
0.141,6.486,15.73,0.121,0.277
0.094,5.93,15.588,0.073,0.213
0.04,5.574,15.164,0.024,0.178
0.007,5.812,14.389,0.001,0.201
0,6.192,14.058,0,0.243
0,6.292,13.972,0,0.254
0,6.276,13.816,0,0.252
0,6.216,13.698,0,0.245
0,5.994,13.596,0,0.22
0,5.769,13.415,0,0.197
0,5.643,13.237,0,0.184
0.012,5.582,13.311,0.004,0.179
0.049,5.422,13.963,0.032,0.163
0.126,4.976,14.632,0.108,0.125
0.201,5.146,15.675,0.236,0.139
0.228,5.563,16.617,0.38,0.177
0.25,5.889,17.383,0.488,0.209
0.289,6.09,18.038,0.535,0.231
0.342,6.178,18.377,0.487,0.241
0.345,6.333,18.325,0.383,0.259
0.279,6.576,17.932,0.268,0.288
0.219,6.653,17.424,0.199,0.297
0.167,6.423,16.983,0.144,0.27
0.124,6.045,16.606,0.102,0.226
0.108,5.706,16.388,0.087,0.191
0.077,5.488,16.159,0.057,0.169
0.029,5.368,15.702,0.015,0.158
0.003,5.544,15.125,0,0.175
0,5.68,14.785,0,0.188
0,5.759,14.53,0,0.196
0,5.744,14.192,0,0.194
0,5.717,13.704,0,0.192
0,5.792,13.304,0,0.2
0,5.82,13.116,0,0.202
0,5.862,13.076,0,0.206
0.02,5.946,13.531,0.009,0.216
0.063,5.829,14.298,0.044,0.203
0.107,5.789,14.8,0.088,0.2
0.164,5.948,15.275,0.151,0.216
0.227,6.077,15.815,0.233,0.23
0.285,5.975,16.531,0.332,0.219
0.309,5.985,17.272,0.415,0.22
0.226,6.322,18.218,0.678,0.257
0.254,6.549,18.484,0.648,0.284
0.323,6.475,17.928,0.418,0.276
0.308,6.315,17.561,0.388,0.256
0.276,6.243,17.248,0.343,0.249
0.215,6.257,16.663,0.224,0.25
0.161,6.171,16.064,0.154,0.241
0.11,5.852,15.456,0.092,0.205
0.048,5.399,14.665,0.031,0.161
0.006,5.331,13.708,0,0.155
0,5.453,13.183,0,0.167
0,5.671,12.904,0,0.187
0,5.917,12.752,0,0.212
0,6.099,12.578,0,0.233
0,6.191,12.312,0,0.243
0,6.384,11.867,0,0.264
0,6.485,11.342,0,0.277
0.028,6.423,11.692,0.014,0.27
0.076,5.895,12.688,0.056,0.21
0.118,5.946,13.536,0.146,0.216
0.149,6.043,14.506,0.277,0.226
0.176,5.968,15.656,0.403,0.218
0.19,5.801,16.768,0.514,0.201
0.171,5.737,17.73,0.644,0.193
0.162,5.799,18.415,0.716,0.201
0.189,6.13,18.714,0.689,0.235
0.239,6.519,18.647,0.58,0.28
0.248,6.74,18.477,0.498,0.309
0.24,6.904,18.152,0.392,0.328
0.21,7.066,17.632,0.273,0.349
0.162,7.184,17.043,0.179,0.365
0.11,7.156,16.42,0.099,0.362
0.055,6.905,15.571,0.037,0.328
0.008,6.768,14.501,0.001,0.311
0,7.013,13.877,0,0.343
0,6.831,13.573,0,0.32
0,6.554,13.443,0,0.285
0,6.35,13.324,0,0.261
0,6.274,13.012,0,0.252
0,6.114,12.767,0,0.233
0,5.992,12.691,0,0.22
0.015,5.853,12.948,0.006,0.205
0.053,5.803,13.374,0.035,0.201
0.101,5.839,13.833,0.082,0.204
0.16,6.183,14.442,0.148,0.241
0.208,6.387,15.007,0.204,0.265
0.271,6.462,15.566,0.295,0.274
0.308,6.598,16.074,0.366,0.291
0.322,6.729,16.591,0.476,0.307
0.277,6.779,17.157,0.596,0.312
0.234,6.786,17.543,0.626,0.313
0.211,6.827,17.668,0.58,0.319
0.194,6.946,17.595,0.491,0.334
0.188,7.088,17.296,0.35,0.352
0.166,7.188,16.781,0.199,0.366
0.112,7.167,16.057,0.099,0.363
0.057,7.137,15.029,0.038,0.359
0.008,7.196,13.687,0.001,0.367
0,7.023,12.767,0,0.344
0,6.636,12.221,0,0.295
0,6.249,11.754,0,0.249
0,5.852,11.361,0,0.205
0,5.47,11.074,0,0.167
0,5.221,10.882,0,0.145
0,5.072,10.689,0,0.133
0.025,4.929,11.205,0.013,0.121
0.074,4.461,12.925,0.054,0.087
0.115,4.033,14.139,0.142,0.061
0.142,3.56,15.431,0.277,0.037
0.158,2.936,16.516,0.421,0.016
0.192,2.518,17.234,0.503,0.007
0.203,2.21,17.945,0.586,0.003
0.196,2.091,18.659,0.653,0.002
0.171,2.411,19.297,0.702,0.005
0.147,2.769,19.735,0.708,0.011
0.135,3.047,19.94,0.651,0.019
0.137,3.291,19.9,0.538,0.027
0.171,3.507,19.518,0.337,0.035
0.154,3.712,19.015,0.2,0.045
0.105,3.906,18.341,0.092,0.054
0.051,4.091,17.308,0.033,0.064
0.007,4.309,15.739,0.001,0.077
0,4.218,14.747,0,0.071
0,3.879,13.996,0,0.053
0,3.442,13.523,0,0.032
0,3,13.248,0,0.017
0,2.589,13.083,0,0.008
0,2.182,13.045,0,0.003
0,2.329,12.586,0,0.004
0.025,2.94,11.999,0.012,0.016
0.069,3.466,12.844,0.049,0.034
0.094,3.402,14.09,0.146,0.031
0.109,3.656,15.864,0.304,0.042
0.121,4.137,17.011,0.458,0.067
0.134,4.521,17.924,0.577,0.091
0.143,4.798,18.68,0.662,0.111
0.141,5.033,19.312,0.726,0.13
0.145,5.257,19.724,0.73,0.148
0.146,5.449,19.937,0.701,0.166
0.165,5.582,19.875,0.595,0.179
0.167,5.642,19.64,0.483,0.184
0.163,5.648,19.14,0.346,0.185
0.143,5.553,18.466,0.204,0.176
0.099,5.349,17.631,0.102,0.156
0.052,5.26,16.182,0.034,0.148
0.007,5.454,14.213,0.001,0.167
0,5.593,13.24,0,0.179
0,5.626,12.714,0,0.182
0,5.608,12.319,0,0.181
0,5.536,12.261,0,0.175
0,5.361,12.365,0,0.157
0,5.221,12.439,0,0.145
0,5.067,12.579,0,0.133
0.01,4.901,12.982,0.002,0.119
0.04,4.726,13.879,0.024,0.105
0.094,4.407,14.695,0.076,0.084
0.178,4.45,15.801,0.186,0.086
0.22,4.897,17.143,0.327,0.118
0.197,5.278,18.269,0.513,0.151
0.17,5.513,19.062,0.646,0.171
0.162,5.691,19.508,0.713,0.189
0.157,5.848,19.735,0.734,0.205
0.161,5.958,19.755,0.699,0.217
0.164,5.996,19.605,0.621,0.22
0.171,5.966,19.381,0.501,0.218
0.182,5.885,18.961,0.329,0.209
0.145,5.661,18.488,0.221,0.186
0.107,5.303,17.804,0.101,0.153
0.051,5.265,16.657,0.033,0.149
0.005,5.65,15.177,0,0.185
0,6.198,14.673,0,0.243
0,6.577,14.459,0,0.288
0,6.698,14.277,0,0.302
0,6.674,14.107,0,0.3
0,6.578,14.009,0,0.288
0,6.477,13.981,0,0.276
0,6.228,13.959,0,0.247
0.007,5.982,14.084,0,0.22
0.03,6.007,14.411,0.016,0.222
0.073,6.095,14.765,0.054,0.232
0.137,6.616,15.215,0.117,0.293
0.194,7.283,15.569,0.176,0.379
0.215,7.864,15.676,0.196,0.458
0.248,8.486,15.785,0.229,0.543
0.241,9.06,15.757,0.219,0.618
0.201,9.435,15.349,0.178,0.665
0.176,9.589,14.854,0.153,0.682
0.188,9.822,14.716,0.167,0.708
0.217,10.235,15.009,0.199,0.751
0.183,10.215,15.222,0.166,0.75
0.127,9.46,15.19,0.107,0.668
0.07,8.293,14.973,0.051,0.517
0.025,7.602,14.668,0.012,0.422
0.002,6.723,14.293,0,0.306
0,6.327,13.918,0,0.258
0,6.318,13.41,0,0.257
0,6.449,12.601,0,0.272
0,6.026,11.682,0,0.224
0,5.974,11.021,0,0.219
0,6.303,10.912,0,0.255
0,6.624,11.028,0,0.294
0.018,6.821,11.498,0.007,0.318
0.07,6.762,12.204,0.051,0.311
0.125,7.151,12.809,0.129,0.362
0.162,7.684,13.44,0.257,0.432
0.175,8.018,14.153,0.401,0.479
0.167,8.334,14.855,0.556,0.523
0.176,8.631,15.395,0.642,0.562
0.192,8.921,15.893,0.677,0.601
0.211,9.119,16.269,0.66,0.625
0.214,9.163,16.515,0.628,0.631
0.221,9.08,16.495,0.543,0.62
0.224,8.971,16.282,0.417,0.606
0.199,8.619,15.937,0.302,0.56
0.157,7.897,15.456,0.189,0.463
0.105,6.876,14.904,0.097,0.325
0.052,6.32,14.054,0.034,0.257
0.006,6.206,12.617,0,0.244
0,6.143,11.929,0,0.237
0,6.063,11.549,0,0.228
0,6.048,11.214,0,0.227
0,5.974,10.888,0,0.219
0,5.898,10.585,0,0.21
0,5.836,10.332,0,0.204
0,5.774,10.105,0,0.197
0.022,5.706,10.423,0.01,0.191
0.069,5.384,12.392,0.05,0.159
0.094,5.062,13.658,0.15,0.132
0.11,5.354,14.715,0.32,0.157
0.125,5.546,15.689,0.478,0.176
0.148,5.648,16.521,0.594,0.185
0.214,5.703,17.104,0.606,0.191
0.308,5.884,17.351,0.499,0.209
0.331,6.156,17.286,0.408,0.238
0.291,6.388,16.988,0.301,0.265
0.237,6.589,16.677,0.228,0.289
0.217,6.71,16.533,0.208,0.305
0.176,6.662,16.408,0.164,0.298
0.124,6.348,16.238,0.106,0.261
0.072,6.136,15.985,0.052,0.236
0.029,6.62,15.579,0.015,0.294
